,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,8,8,1,0,4,0,0
NV,4,114,0,0,5,0,0
BCC,1,0,9,4,1,0,0
AKIEC,1,3,0,3,1,0,0
BKL,2,8,0,1,11,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,1,1,0,0,1
