,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,17,1,1,0,2,0,0
NV,8,106,2,1,5,1,0
BCC,0,0,10,3,1,1,0
AKIEC,1,2,2,1,1,1,0
BKL,1,1,1,2,17,0,0
DF,0,0,0,0,1,0,0
VASC,0,0,0,0,0,0,3
