,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,17,1,1,0,2,0,0
NV,7,108,2,0,5,1,0
BCC,0,0,11,2,1,1,0
AKIEC,2,2,1,1,1,1,0
BKL,0,1,1,2,18,0,0
DF,0,0,0,0,1,0,0
VASC,0,0,0,0,0,0,3
