,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,18,0,0,1,2,0,0
NV,13,100,2,1,6,1,0
BCC,1,0,8,4,0,2,0
AKIEC,1,1,1,3,1,1,0
BKL,1,0,1,2,18,0,0
DF,0,0,0,0,1,0,0
VASC,0,0,0,0,0,0,3
