,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,17,2,0,0,2,0,0
NV,7,104,5,1,3,3,0
BCC,0,0,14,0,0,0,1
AKIEC,0,1,0,7,0,0,0
BKL,2,3,1,2,14,0,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
