epoch,train_loss,train_fid,val_fid,sample_dir,train_fid_json_path,val_fid_json_path,shared_fid_generated_dir,checkpoint_path,diffusers_model_index_copy_path
25,0.0088062176547793,163.88426208496094,165.53257751464844,experiments\20260331_220735_ddpm_all_all_labels_res128_bs8_seed42\samples\epoch_025,experiments\20260331_220735_ddpm_all_all_labels_res128_bs8_seed42\fid\epoch_025_train_fid.json,experiments\20260331_220735_ddpm_all_all_labels_res128_bs8_seed42\fid\epoch_025_val_fid.json,experiments\20260331_220735_ddpm_all_all_labels_res128_bs8_seed42\fid_generated_images\epoch_025_shared_generated,experiments\20260331_220735_ddpm_all_all_labels_res128_bs8_seed42\checkpoints\last.pth.tar,experiments\20260331_220735_ddpm_all_all_labels_res128_bs8_seed42\metadata\diffusers_pipeline_model_index.json
30,0.0084232454968289,111.2030792236328,111.56228637695312,experiments\20260331_220735_ddpm_all_all_labels_res128_bs8_seed42\samples\epoch_030,experiments\20260331_220735_ddpm_all_all_labels_res128_bs8_seed42\fid\epoch_030_train_fid.json,experiments\20260331_220735_ddpm_all_all_labels_res128_bs8_seed42\fid\epoch_030_val_fid.json,experiments\20260331_220735_ddpm_all_all_labels_res128_bs8_seed42\fid_generated_images\epoch_030_shared_generated,experiments\20260331_220735_ddpm_all_all_labels_res128_bs8_seed42\checkpoints\last.pth.tar,experiments\20260331_220735_ddpm_all_all_labels_res128_bs8_seed42\metadata\diffusers_pipeline_model_index.json
35,0.0086054321760327,97.62187957763672,98.98788452148438,experiments\20260331_220735_ddpm_all_all_labels_res128_bs8_seed42\samples\epoch_035,experiments\20260331_220735_ddpm_all_all_labels_res128_bs8_seed42\fid\epoch_035_train_fid.json,experiments\20260331_220735_ddpm_all_all_labels_res128_bs8_seed42\fid\epoch_035_val_fid.json,experiments\20260331_220735_ddpm_all_all_labels_res128_bs8_seed42\fid_generated_images\epoch_035_shared_generated,experiments\20260331_220735_ddpm_all_all_labels_res128_bs8_seed42\checkpoints\last.pth.tar,experiments\20260331_220735_ddpm_all_all_labels_res128_bs8_seed42\metadata\diffusers_pipeline_model_index.json
40,0.009283453746104267,103.27908325195312,102.01365661621094,experiments\20260331_220735_ddpm_all_all_labels_res128_bs8_seed42\samples\epoch_040,experiments\20260331_220735_ddpm_all_all_labels_res128_bs8_seed42\fid\epoch_040_train_fid.json,experiments\20260331_220735_ddpm_all_all_labels_res128_bs8_seed42\fid\epoch_040_val_fid.json,experiments\20260331_220735_ddpm_all_all_labels_res128_bs8_seed42\fid_generated_images\epoch_040_shared_generated,experiments\20260331_220735_ddpm_all_all_labels_res128_bs8_seed42\checkpoints\last.pth.tar,experiments\20260331_220735_ddpm_all_all_labels_res128_bs8_seed42\metadata\diffusers_pipeline_model_index.json
