,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,14,0,0,3,3,1,0
NV,4,101,3,2,9,2,2
BCC,1,0,8,4,0,2,0
AKIEC,0,1,1,5,1,0,0
BKL,0,1,1,3,16,1,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
