,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,12,0,1,2,6,0,0
NV,5,98,3,1,12,4,0
BCC,0,2,10,2,1,0,0
AKIEC,0,0,0,7,1,0,0
BKL,0,1,0,4,17,0,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
