,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,17,1,0,1,2,0,0
NV,4,113,4,0,1,1,0
BCC,0,0,11,1,1,2,0
AKIEC,1,1,0,6,0,0,0
BKL,1,2,0,3,16,0,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
