,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,12,3,1,2,3,0,0
NV,4,105,4,1,5,1,3
BCC,0,0,9,3,0,2,1
AKIEC,3,1,0,2,2,0,0
BKL,2,1,1,1,15,1,1
DF,0,0,0,0,1,0,0
VASC,0,0,0,0,0,0,3
