,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,17,0,1,1,2,0,0
NV,7,101,4,3,4,1,3
BCC,0,0,7,4,1,1,2
AKIEC,2,0,0,2,4,0,0
BKL,2,2,1,0,16,1,0
DF,0,0,0,0,1,0,0
VASC,0,0,0,0,0,0,3
