,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,11,3,1,2,3,1,0
NV,4,106,5,0,3,2,3
BCC,0,0,9,3,0,2,1
AKIEC,2,2,0,1,3,0,0
BKL,2,1,1,1,14,2,1
DF,0,0,0,0,1,0,0
VASC,0,0,0,0,0,0,3
