,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,17,0,1,1,2,0,0
NV,18,89,6,2,3,2,3
BCC,0,0,10,0,1,2,2
AKIEC,2,0,0,2,4,0,0
BKL,3,0,1,0,16,1,1
DF,0,0,0,0,1,0,0
VASC,0,0,0,0,0,0,3
