,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,17,2,0,0,2,0,0
NV,4,110,4,2,2,1,0
BCC,0,0,15,0,0,0,0
AKIEC,0,1,1,5,1,0,0
BKL,0,4,1,2,14,1,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
