epoch,train_loss,val_loss,val_accuracy,val_balanced_accuracy,checkpoint_path
1,1.8129363395783287,1.5804027924265887,0.49740932642487046,0.4311330075267357,experiments\20260413_025550_ResNet50_scratch_lr0.0001_bs96_seed42\checkpoints\classifier_last.pth.tar
2,1.5687188596292192,1.2916717121638164,0.5595854922279793,0.42102093609062247,experiments\20260413_025550_ResNet50_scratch_lr0.0001_bs96_seed42\checkpoints\classifier_last.pth.tar
3,1.4668668580007624,1.318038939194358,0.5595854922279793,0.6885616996244173,experiments\20260413_025550_ResNet50_scratch_lr0.0001_bs96_seed42\checkpoints\classifier_last.pth.tar
4,1.3629357949888712,1.4084218104268602,0.47668393782383417,0.6290054602772372,experiments\20260413_025550_ResNet50_scratch_lr0.0001_bs96_seed42\checkpoints\classifier_last.pth.tar
7,0.9669049584740588,0.5842236645032451,1.0721121047444913,0.5906735751295337,0.5456114152978264
