,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,12,5,0,2,2,0,0
NV,1,120,1,0,1,0,0
BCC,0,1,12,2,0,0,0
AKIEC,1,2,1,3,1,0,0
BKL,1,2,1,3,15,0,0
DF,0,1,0,0,0,0,0
VASC,0,0,0,0,0,0,3
