,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,18,1,0,0,2,0,0
NV,2,118,2,0,1,0,0
BCC,1,0,11,3,0,0,0
AKIEC,1,0,0,5,2,0,0
BKL,3,0,0,1,18,0,0
DF,0,0,0,0,1,0,0
VASC,0,1,0,0,0,0,2
