,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,10,7,0,0,4,0,0
NV,1,116,1,0,5,0,0
BCC,1,0,11,2,1,0,0
AKIEC,1,3,1,1,2,0,0
BKL,3,8,1,0,10,0,0
DF,0,0,0,1,0,0,0
VASC,0,1,2,0,0,0,0
