,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,7,9,0,1,4,0,0
NV,0,120,1,0,2,0,0
BCC,1,0,10,3,1,0,0
AKIEC,1,3,1,1,2,0,0
BKL,3,11,1,1,6,0,0
DF,0,0,0,1,0,0,0
VASC,0,1,2,0,0,0,0
