,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,16,0,1,1,3,0,0
NV,12,100,3,0,6,1,1
BCC,0,0,9,4,1,1,0
AKIEC,1,1,1,3,1,1,0
BKL,1,0,0,2,19,0,0
DF,0,0,0,0,1,0,0
VASC,0,0,0,0,0,0,3
