,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,14,5,0,0,2,0,0
NV,1,119,0,0,3,0,0
BCC,0,2,7,1,5,0,0
AKIEC,1,2,0,0,5,0,0
BKL,0,5,0,0,17,0,0
DF,0,0,0,0,1,0,0
VASC,0,1,0,0,2,0,0
