,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,3,14,0,9,0,0,0,0,1,3,0
BCC,5,219,0,7,0,0,0,3,2,16,0
BEN_OTH,0,1,0,2,0,0,0,1,0,0,0
BKL,3,22,0,19,0,0,0,2,4,5,0
DF,0,2,0,1,0,0,0,2,0,0,0
INF,0,3,0,0,0,0,0,1,1,0,0
MAL_OTH,0,0,0,0,0,0,0,0,0,1,0
MEL,0,6,0,3,0,0,0,21,13,2,0
NV,0,3,0,5,0,0,0,11,56,0,0
SCCKA,2,14,0,3,0,0,0,0,0,28,0
VASC,0,3,0,0,0,0,0,0,1,0,1
