,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,0,20,0,6,0,0,0,1,0,3,0
BCC,0,226,0,3,0,0,0,4,4,15,0
BEN_OTH,0,1,0,2,0,0,0,0,1,0,0
BKL,0,32,0,7,0,0,0,4,8,4,0
DF,0,2,0,0,0,0,0,0,3,0,0
INF,0,5,0,0,0,0,0,0,0,0,0
MAL_OTH,0,1,0,0,0,0,0,0,0,0,0
MEL,0,12,0,1,0,0,0,16,15,1,0
NV,0,5,0,1,0,0,0,11,58,0,0
SCCKA,0,24,0,0,0,0,0,0,1,22,0
VASC,0,3,0,0,0,0,0,0,2,0,0
