,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,3,16,0,7,0,0,0,0,1,3,0
BCC,2,235,0,4,0,0,0,0,2,9,0
BEN_OTH,0,1,0,2,0,0,0,1,0,0,0
BKL,4,25,0,14,0,0,0,2,7,3,0
DF,0,2,0,0,0,0,0,0,3,0,0
INF,0,4,0,0,0,0,0,0,1,0,0
MAL_OTH,0,0,0,0,0,0,0,1,0,0,0
MEL,0,8,0,2,0,0,0,18,16,1,0
NV,0,6,0,1,0,0,0,6,62,0,0
SCCKA,1,21,0,4,0,0,0,0,0,21,0
VASC,0,3,0,1,0,0,0,0,1,0,0
