,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,6,12,0,8,0,0,0,0,1,3,0
BCC,3,222,0,8,0,0,0,5,2,12,0
BEN_OTH,0,1,0,2,0,0,0,1,0,0,0
BKL,4,22,0,18,0,0,0,1,5,5,0
DF,0,3,0,0,1,0,0,1,0,0,0
INF,0,5,0,0,0,0,0,0,0,0,0
MAL_OTH,0,0,0,0,0,0,0,1,0,0,0
MEL,0,7,0,3,1,0,0,21,12,1,0
NV,0,3,0,7,0,0,0,12,53,0,0
SCCKA,2,16,0,4,0,0,0,0,0,25,0
VASC,0,3,0,1,0,0,0,0,0,0,1
