,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,6,13,0,7,0,0,0,0,1,3,0
BCC,5,223,0,7,0,0,0,4,2,11,0
BEN_OTH,0,1,0,2,0,0,0,1,0,0,0
BKL,3,22,0,19,0,0,0,1,5,5,0
DF,0,2,0,0,1,0,0,1,0,1,0
INF,0,4,0,0,0,0,0,1,0,0,0
MAL_OTH,0,0,0,0,0,0,0,1,0,0,0
MEL,0,6,0,3,1,0,0,22,12,1,0
NV,0,3,0,7,0,0,0,11,54,0,0
SCCKA,1,17,0,5,0,0,0,0,0,24,0
VASC,0,3,0,0,0,0,0,0,1,0,1
