,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,2,15,0,9,0,0,0,0,1,3,0
BCC,1,235,0,5,0,0,0,0,3,8,0
BEN_OTH,0,1,0,2,0,0,0,1,0,0,0
BKL,1,27,0,13,0,0,0,3,7,4,0
DF,0,2,0,1,0,0,0,1,1,0,0
INF,0,4,0,0,0,0,0,0,1,0,0
MAL_OTH,0,0,0,0,0,0,0,1,0,0,0
MEL,0,9,0,2,0,0,0,20,13,1,0
NV,0,6,0,1,0,0,0,10,58,0,0
SCCKA,1,23,0,2,0,0,0,0,0,21,0
VASC,0,3,0,0,0,0,0,1,1,0,0
