,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,1,17,0,6,0,0,0,1,0,5,0
BCC,1,232,0,2,0,0,0,0,3,14,0
BEN_OTH,0,1,0,2,0,0,0,1,0,0,0
BKL,1,29,0,10,0,0,0,3,6,6,0
DF,0,3,0,0,0,0,0,1,1,0,0
INF,0,4,0,0,0,0,0,0,1,0,0
MAL_OTH,0,0,0,0,0,0,0,0,0,1,0
MEL,0,9,0,2,0,0,0,18,14,2,0
NV,0,6,0,1,0,0,0,11,57,0,0
SCCKA,1,22,0,2,0,0,0,0,0,22,0
VASC,0,3,0,1,0,0,0,0,1,0,0
