,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,6,13,0,7,0,0,0,0,1,3,0
BCC,5,221,0,7,0,0,0,5,2,12,0
BEN_OTH,0,1,0,2,0,0,0,1,0,0,0
BKL,3,22,0,19,0,0,0,2,4,5,0
DF,0,3,0,0,1,0,0,1,0,0,0
INF,0,5,0,0,0,0,0,0,0,0,0
MAL_OTH,0,0,0,0,0,0,0,1,0,0,0
MEL,0,7,0,3,1,0,0,20,13,1,0
NV,0,2,0,7,0,0,0,10,56,0,0
SCCKA,3,15,0,2,0,0,0,0,0,27,0
VASC,0,3,0,1,0,0,0,0,0,0,1
