,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,1,18,0,6,0,0,0,1,0,4,0
BCC,1,233,0,4,0,0,0,1,3,10,0
BEN_OTH,0,1,0,2,0,0,0,0,1,0,0
BKL,0,34,0,10,0,0,0,3,7,1,0
DF,0,2,0,0,0,0,0,0,3,0,0
INF,0,5,0,0,0,0,0,0,0,0,0
MAL_OTH,0,0,0,0,0,0,0,1,0,0,0
MEL,0,10,0,1,0,0,0,17,16,1,0
NV,0,4,0,2,0,0,0,7,62,0,0
SCCKA,1,24,0,1,0,0,0,1,0,20,0
VASC,0,3,0,0,0,0,0,0,2,0,0
