,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,6,13,0,7,0,0,0,0,1,3,0
BCC,3,224,0,6,0,0,0,4,2,13,0
BEN_OTH,0,1,0,2,0,0,0,1,0,0,0
BKL,5,21,0,18,0,0,0,1,5,5,0
DF,0,2,0,0,1,0,0,2,0,0,0
INF,0,5,0,0,0,0,0,0,0,0,0
MAL_OTH,0,0,0,0,0,0,0,1,0,0,0
MEL,0,7,0,3,1,0,0,21,12,1,0
NV,0,2,0,6,0,0,0,11,56,0,0
SCCKA,3,13,0,3,0,0,0,0,0,28,0
VASC,0,3,0,1,0,0,0,0,0,0,1
