,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,6,12,0,8,0,0,0,0,1,3,0
BCC,4,225,0,6,0,0,0,5,2,10,0
BEN_OTH,0,1,0,2,0,0,0,1,0,0,0
BKL,4,23,0,17,0,0,0,2,4,5,0
DF,0,3,0,0,1,0,0,1,0,0,0
INF,0,5,0,0,0,0,0,0,0,0,0
MAL_OTH,0,0,0,0,0,0,0,1,0,0,0
MEL,0,6,0,3,1,0,0,22,12,1,0
NV,0,2,0,6,0,0,0,13,54,0,0
SCCKA,1,18,0,4,0,0,0,0,0,24,0
VASC,0,3,0,0,0,0,0,0,1,0,1
