,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,0,28,0,0,0,0,0,0,2,0,0
BCC,0,238,0,0,0,0,0,0,14,0,0
BEN_OTH,0,3,0,0,0,0,0,0,1,0,0
BKL,0,43,0,0,0,0,0,0,12,0,0
DF,0,1,0,0,0,0,0,0,4,0,0
INF,0,4,0,0,0,0,0,0,1,0,0
MAL_OTH,0,1,0,0,0,0,0,0,0,0,0
MEL,0,18,0,0,0,0,0,0,27,0,0
NV,0,9,0,0,0,0,0,0,66,0,0
SCCKA,0,46,0,0,0,0,0,0,1,0,0
VASC,0,3,0,0,0,0,0,0,2,0,0
