,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,10,6,0,2,3,0,0
NV,4,114,0,0,5,0,0
BCC,0,0,9,4,1,1,0
AKIEC,1,1,0,2,4,0,0
BKL,6,8,0,0,8,0,0
DF,0,0,0,0,0,1,0
VASC,0,0,1,0,0,0,2
