,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,3,12,1,2,3,0,0
NV,3,113,1,1,5,0,0
BCC,0,0,13,1,1,0,0
AKIEC,0,1,1,5,1,0,0
BKL,0,9,0,2,10,1,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
