,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,5,8,1,2,4,1,0
NV,4,107,3,2,5,1,1
BCC,0,0,12,2,1,0,0
AKIEC,0,1,2,3,2,0,0
BKL,0,8,0,2,11,1,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
