,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,10,6,0,0,5,0,0
NV,2,115,1,0,5,0,0
BCC,1,0,11,3,0,0,0
AKIEC,2,0,3,1,2,0,0
BKL,6,4,0,1,11,0,0
DF,0,0,0,1,0,0,0
VASC,1,0,2,0,0,0,0
