,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,4,13,0,1,3,0,0
NV,0,117,1,0,5,0,0
BCC,1,0,9,5,0,0,0
AKIEC,1,2,0,2,3,0,0
BKL,3,11,0,1,7,0,0
DF,0,0,0,1,0,0,0
VASC,1,0,2,0,0,0,0
