,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,7,7,1,0,6,0,0
NV,0,118,1,0,4,0,0
BCC,1,2,9,2,1,0,0
AKIEC,1,1,1,1,4,0,0
BKL,0,10,1,1,10,0,0
DF,0,0,0,1,0,0,0
VASC,0,1,2,0,0,0,0
