,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,6,9,0,0,6,0,0
NV,2,114,1,0,6,0,0
BCC,0,0,9,5,0,0,1
AKIEC,1,1,3,1,2,0,0
BKL,4,8,0,1,9,0,0
DF,0,0,0,1,0,0,0
VASC,1,0,2,0,0,0,0
