,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,2,13,0,0,6,0,0
NV,0,119,0,0,4,0,0
BCC,0,3,6,4,2,0,0
AKIEC,0,2,1,0,5,0,0
BKL,0,13,0,1,8,0,0
DF,0,0,0,1,0,0,0
VASC,0,3,0,0,0,0,0
