,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,9,8,0,0,4,0,0
NV,0,116,1,0,6,0,0
BCC,0,0,12,3,0,0,0
AKIEC,1,1,1,1,4,0,0
BKL,6,7,0,1,8,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
