,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,7,10,0,0,4,0,0
NV,0,117,0,0,6,0,0
BCC,1,0,11,3,0,0,0
AKIEC,1,1,3,0,3,0,0
BKL,3,8,0,1,10,0,0
DF,0,0,0,1,0,0,0
VASC,1,0,2,0,0,0,0
