,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,8,7,0,0,6,0,0
NV,2,113,1,0,7,0,0
BCC,1,0,11,3,0,0,0
AKIEC,1,1,2,1,3,0,0
BKL,6,6,0,1,9,0,0
DF,0,0,0,1,0,0,0
VASC,1,0,2,0,0,0,0
