,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,12,5,0,1,3,0,0
NV,1,113,3,0,6,0,0
BCC,0,0,11,2,1,0,1
AKIEC,0,1,1,5,1,0,0
BKL,4,4,0,0,13,1,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
