,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,7,8,1,1,4,0,0
NV,4,110,1,1,6,1,0
BCC,0,0,12,2,1,0,0
AKIEC,0,1,2,2,2,1,0
BKL,0,8,0,2,11,1,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
