,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,10,8,0,0,3,0,0
NV,0,116,0,0,6,0,1
BCC,0,0,11,1,2,1,0
AKIEC,0,3,0,2,3,0,0
BKL,3,11,0,0,8,0,0
DF,0,0,0,0,1,0,0
VASC,0,0,0,0,0,0,3
