,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,5,13,0,5,0,0,0,2,0,5,0
BCC,4,231,0,5,0,0,0,1,6,9,0
BEN_OTH,1,2,0,1,0,0,0,0,0,0,0
BKL,1,15,0,24,0,0,0,3,3,6,0
DF,0,0,0,1,0,0,0,0,2,0,0
INF,0,6,0,0,0,0,0,1,0,1,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,0,9,0,5,0,0,0,20,7,0,0
NV,0,10,0,2,0,0,0,14,45,0,0
SCCKA,0,24,0,4,0,0,0,0,0,27,0
VASC,0,1,0,0,0,0,0,0,3,0,0
