,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,13,7,0,5,0,0,0,1,0,4,0
BCC,12,214,0,11,0,0,0,4,4,10,1
BEN_OTH,0,2,1,1,0,0,0,0,0,0,0
BKL,2,13,0,26,0,0,0,2,4,5,0
DF,1,0,0,0,0,0,0,0,2,0,0
INF,1,5,0,1,0,0,0,0,0,1,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,1,8,0,5,0,0,0,17,10,0,0
NV,0,8,0,3,0,0,0,11,49,0,0
SCCKA,2,18,0,8,0,0,0,0,0,27,0
VASC,0,1,0,0,0,0,0,0,2,0,1
