,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,0,29,0,0,0,0,0,0,1,0,0
BCC,0,249,0,0,0,0,0,0,6,1,0
BEN_OTH,0,4,0,0,0,0,0,0,0,0,0
BKL,0,42,0,1,0,0,0,0,9,0,0
DF,0,1,0,0,0,0,0,0,2,0,0
INF,0,7,0,0,0,0,0,0,1,0,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,0,19,0,2,0,0,0,2,18,0,0
NV,0,15,0,0,0,0,0,0,56,0,0
SCCKA,0,51,0,0,0,0,0,0,0,4,0
VASC,0,1,0,0,0,0,0,0,3,0,0
