,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,10,11,0,5,0,0,0,2,0,2,0
BCC,12,224,0,6,0,0,0,2,6,6,0
BEN_OTH,0,2,0,1,0,0,0,1,0,0,0
BKL,3,16,0,22,0,0,0,2,4,5,0
DF,0,0,0,1,0,0,0,0,2,0,0
INF,0,7,0,0,0,0,0,0,0,1,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,1,8,0,5,0,0,0,19,8,0,0
NV,0,9,0,4,0,0,0,12,46,0,0
SCCKA,0,27,0,5,0,0,0,0,0,23,0
VASC,0,1,0,0,0,0,0,1,2,0,0
