,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,11,8,0,5,0,0,0,2,0,4,0
BCC,11,221,0,11,0,0,0,3,3,6,1
BEN_OTH,0,2,1,1,0,0,0,0,0,0,0
BKL,2,13,0,28,0,0,0,2,2,5,0
DF,1,0,0,0,0,0,0,0,2,0,0
INF,1,6,0,0,0,0,0,0,0,1,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,1,8,0,4,0,0,0,18,10,0,0
NV,1,8,0,2,0,0,0,10,50,0,0
SCCKA,3,20,0,6,0,0,0,0,0,25,1
VASC,0,1,0,0,0,0,0,0,0,0,3
