,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,12,5,0,5,0,0,0,3,0,5,0
BCC,10,217,0,12,0,0,0,5,4,7,1
BEN_OTH,0,2,1,1,0,0,0,0,0,0,0
BKL,3,14,0,25,0,0,0,2,3,5,0
DF,0,0,0,1,0,0,0,0,2,0,0
INF,2,5,0,0,0,0,0,0,0,1,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,1,8,0,5,0,0,0,19,8,0,0
NV,0,8,0,4,0,0,0,12,47,0,0
SCCKA,2,19,0,8,0,0,0,0,0,26,0
VASC,0,1,0,0,0,0,0,0,2,0,1
