,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,15,5,0,4,0,0,0,3,0,3,0
BCC,10,221,0,8,0,1,0,3,5,7,1
BEN_OTH,0,2,1,1,0,0,0,0,0,0,0
BKL,4,13,0,25,0,0,0,2,3,5,0
DF,1,0,0,0,0,0,0,0,2,0,0
INF,1,6,0,0,0,0,0,0,0,1,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,1,8,0,5,1,0,0,16,10,0,0
NV,1,8,0,2,0,0,0,11,49,0,0
SCCKA,1,20,0,8,0,0,0,0,0,25,1
VASC,0,1,0,0,0,0,0,0,0,0,3
