,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,3,15,0,6,0,0,0,1,0,5,0
BCC,1,237,0,5,0,0,0,0,6,7,0
BEN_OTH,0,3,0,1,0,0,0,0,0,0,0
BKL,0,18,0,22,0,0,0,2,5,5,0
DF,0,0,0,1,0,0,0,1,1,0,0
INF,0,7,0,0,0,0,0,0,0,1,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,0,10,0,5,0,0,0,20,6,0,0
NV,0,11,0,5,0,0,0,14,41,0,0
SCCKA,0,28,0,4,0,0,0,0,0,23,0
VASC,0,1,0,0,0,0,0,0,3,0,0
