,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,0,22,0,4,0,0,0,1,1,2,0
BCC,0,248,0,2,0,0,0,0,5,1,0
BEN_OTH,0,3,0,0,0,0,0,1,0,0,0
BKL,0,33,0,9,0,0,0,3,6,1,0
DF,0,1,0,0,0,0,0,0,2,0,0
INF,0,7,0,0,0,0,0,0,0,1,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,0,11,0,5,0,0,0,15,10,0,0
NV,0,13,0,2,0,0,0,3,53,0,0
SCCKA,0,41,0,2,0,0,0,0,0,12,0
VASC,0,1,0,0,0,0,0,0,3,0,0
