,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,8,9,0,6,0,0,0,1,0,6,0
BCC,9,222,0,8,0,0,0,2,6,9,0
BEN_OTH,1,2,0,1,0,0,0,0,0,0,0
BKL,3,13,0,25,0,0,0,3,3,5,0
DF,0,0,0,1,0,0,0,0,2,0,0
INF,1,6,0,0,0,0,0,0,0,1,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,0,9,0,5,0,0,0,17,10,0,0
NV,0,9,0,4,0,0,0,13,45,0,0
SCCKA,2,21,0,7,0,0,0,0,0,25,0
VASC,0,1,0,0,0,0,0,0,2,0,1
