,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,14,8,0,4,0,0,0,2,0,2,0
BCC,10,221,0,8,0,1,0,3,6,6,1
BEN_OTH,0,2,1,1,0,0,0,0,0,0,0
BKL,2,13,0,26,0,0,0,3,3,5,0
DF,1,0,0,0,0,0,0,1,1,0,0
INF,1,5,0,0,0,1,0,0,0,1,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,1,8,0,5,1,0,0,16,10,0,0
NV,1,8,0,2,0,0,0,10,50,0,0
SCCKA,1,21,0,8,0,0,0,0,0,25,0
VASC,0,1,0,0,0,0,0,0,0,0,3
