,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,12,6,0,6,0,0,0,2,0,4,0
BCC,10,223,0,8,0,0,0,3,5,6,1
BEN_OTH,0,2,1,1,0,0,0,0,0,0,0
BKL,2,15,0,26,0,0,0,1,3,5,0
DF,1,0,0,0,0,0,0,0,2,0,0
INF,1,5,0,0,0,0,0,1,0,1,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,1,8,0,5,0,0,0,17,10,0,0
NV,0,8,0,3,0,0,0,11,49,0,0
SCCKA,0,21,0,8,0,0,0,0,0,26,0
VASC,0,1,0,0,0,0,0,0,2,0,1
