,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,10,9,0,5,0,0,0,2,0,4,0
BCC,9,225,0,8,0,0,0,3,4,6,1
BEN_OTH,1,2,0,1,0,0,0,0,0,0,0
BKL,4,14,0,25,0,0,0,2,3,4,0
DF,1,0,0,0,0,0,0,0,2,0,0
INF,1,6,0,0,0,0,0,0,0,1,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,1,8,0,5,0,0,0,17,10,0,0
NV,0,9,0,4,0,0,0,10,48,0,0
SCCKA,1,23,0,6,0,0,0,0,0,25,0
VASC,0,1,0,0,0,0,0,0,2,0,1
