,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,2,12,0,8,0,0,0,1,1,6,0
BCC,0,239,0,3,0,0,0,0,7,7,0
BEN_OTH,0,3,0,1,0,0,0,0,0,0,0
BKL,0,25,0,15,0,0,0,2,6,4,0
DF,0,0,0,1,0,0,0,0,2,0,0
INF,0,7,0,0,0,0,0,0,0,1,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,0,11,0,5,0,0,0,11,14,0,0
NV,0,11,0,3,0,0,0,4,53,0,0
SCCKA,0,31,0,5,0,0,0,0,0,19,0
VASC,0,1,0,0,0,0,0,0,3,0,0
