,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,8,9,0,0,4,0,0
NV,0,119,0,0,4,0,0
BCC,0,2,2,1,10,0,0
AKIEC,1,1,0,0,6,0,0
BKL,0,6,0,0,16,0,0
DF,0,0,0,0,1,0,0
VASC,0,1,0,0,2,0,0
