,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,11,7,0,1,2,0,0
NV,0,120,2,0,1,0,0
BCC,0,2,10,3,0,0,0
AKIEC,0,3,1,4,0,0,0
BKL,1,2,0,2,17,0,0
DF,0,1,0,0,0,0,0
VASC,0,0,0,0,0,0,3
