,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,17,0,0,0,4,0,0
NV,6,111,2,1,3,0,0
BCC,0,0,14,1,0,0,0
AKIEC,0,1,0,5,2,0,0
BKL,3,0,0,3,15,1,0
DF,0,0,0,0,1,0,0
VASC,0,0,0,0,0,0,3
